たそがれシモン,Twilight Simon
たそがれペニー,Twilight Penny
なげきのラモン,Grieving Ramon
なげきのトニオ,Grieving Tonio
なげきのミラン,Grieving Milan
わがままステラ,Selfish Stella
うわさのカミラ,Camila's Rumor
ねむりのダンス,Dance of Sleep
ひゃくれつなめ,Tongue Bashing
おまとめぶくろ,currencies bag
ならず者の酒場,Rogue's Tavern
いにしえの遺産,Ancient Legacy
うごくせきぞう,Living Statue
ぬめぬめエキス,Slimy Extract
まぼろしのトゲ,Phantom Thorn
びっくりサタン,Dancing Devil
ろうごくのぬし,Prison Leader
ばくだん岩・強,Vicious Rockbomb
まおうのつかい,Demon-at-arms
せつげんりゅう,Tundragster
ももいろ三姉妹,Slime Sisters
えんまのつかい,Envoy of Yama
ぬすっとウサギ,Robber Rabbit
どろにんぎょう,Mud Mannequin
おっかけドラゴ,Chasing Drago
あくま神官・強,Vicious Wrecktor
はじゃのつるぎ,Cautery Sword
ぎんのレイピア,Silver Rapier
きせきのつるぎ,Miracle Sword
あくまのタクト,Devil's Baton
ぎんのかなづち,Silver Hammer
ちからのゆびわ,Strength Ring
しんぴのカード,Ace of Spoils
はやてのベスト,Agility Gilet
きぬのローブ上,Silk Robe Top
てつのはちがね,Iron Headband
ぬすっとずきん,Robber's Hood
ぎんのこしだれ,Silver Faulds
いやしのズボン,Healing Pants
がうがうパンツ,Bow-Wow Pants
いやしのブーツ,Healing Boots
みかわしのくつ,Evasion Boots
はやてのブーツ,Agility Boots
がうがうブーツ,Bow-Wow Boots
しぐさ書・ねる,Emote "Sleep"
ふしぎなきのみ,Seed of Magic
しぐさ書・怒る,Emote "Angry"
うんメェ～もち,Fortune Mochi
しぐさ書・綿毛,Emote "Fluff"
しぐさ書・宝箱,Emote "Chest"
しぐさ書・パー,Emote "Paper"
ようせいの霊薬,Faerie Elixir
しぐさ書・木箱,Emote "Crate"
いやしのスープ,Soothing Soup
すごろくダイス,Sugoroku Dice
うきわのタワー,Floatie Tower
おたからのタネ,Treasure Seed
ゆうきさんの絵,Yuki Painting
お城の大きい壁,Castle Wall L
びっくりトマト,Killer Tomato
しもふりミート,Supreme Steak
せいじゃのはい,Saint's Ashes
せいれいの霊薬,Spirit Elixir
ほっそりキノコ,Slim Mushroom
たそがれラミー,Twilight Rami
わがままプーラ,Selfish Puula
わがままノンノ,Selfish Nonno
たそがれバルト,Twilight Bart
わがままミャコ,Selfish Myako
うわさのルチア,Lucia's Rumor
うわさのピピィ,Pippi's Rumor
どうぐコマンド,Items command
まえならえ・前,Hands on Hips
しましまな写真,Jailcat Photo
かいとうの仮面,Mugger's Mask
すごろくルーム,Sugoroku Room
いただきボール,Itadaki Ball
さいほうギルド,Sewing Guild
ごきげんな帽子,Cheerful Hat
くれないジャム,Deep Red Jam
ようがんイチゴ,Lava Berries
まりょくの練魂,Sorcery Soul
ようせいの光粉,Fairy Powder
さそりばち・強,Vicious Waspion
さんぞくウルフ,Ruff Ruffian
ほのおのせんし,Flamethrower
しびれだんびら,Paralyslicer
どくどくゾンビ,Toxic Zombie
かっちゅうアリ,Armoured Ant
くものきょじん,Cloud Surfer
くろカビこぞう,Fromage Gray
しんせんなイカ,Squid Trophy
こんとんのかげ,Chaos Shadow
がらんどうの間,Hollow Space
めぐみのしずく,Sprout Drops
ひかりのつるぎ,Aurora Blade
よるのパピヨン,Dread Dagger
せいどうのやり,Bronze Lance
まどろみのこん,Sleepy Stick
はやぶさのツメ,Crow's Claws
せいどうのツメ,Bronze Claws
ぶらり旅の荷物,Travel Bindle
はやてのリング,Agility Ring
めざましリング,Rousing Ring
とんがりメガネ,Pointy Specs
まもの使いの証,Proof of MON
どうぐ使いの証,Proof of ITM
なみだのシール,Tear Sticker
てつのむねあて,Iron Cuirass
もみじのゆかた,Maple Yukata
がうがうスーツ,Bow-Wow Coat
はがねのかぶと,Steel Helmet
しんりのぼうし,Faithful Hat
あらくれパンツ,Thug's Pants
さすらいのくつ,Errant Shoes
きぬのサンダル,Silk Sandals
あらくれブーツ,Thug's Boots
まほうの小ビン,Single Phial
いのちのきのみ,Seed of Life
しぐさ書・カニ,Emote "Crab"
しぐさ書・グー,Emote "Rock"
けんじゃのいし,Sage's Stone
ふくびきウェア,Lottery Wear
はじまりの紋章,Origin Crest
すごろくマット,Sugoroku Mat
まんまるポテト,Budding Spud
じょうぶな材木,Sturdy Stick
もこもこブーツ,Fluffy Boots
もこもこズボン,Fluffy Pants
ささやく枯れ葉,Witherleaves
わがままアンナ,Selfish Anna
おしゃべりチノ,Chatty Chino
うわさのリーザ,Lisa's Rumor
おたからの地図,Treasure Map
しんぴのさとり,Caster Sugar
めいどうふうま,King Fissure
ほのおのかぶと,Flame Helmet
むらさきダリア,Grape Dahlia
くだものナイフ,Fruit Knife
きたないメダル,Dirty Medal
とうぞくのカギ,Thief's Key
じごくのヤスリ,Hell's File
こわれたポンプ,Broken Pump
よごれたバッジ,Dirty Badge
ようかいオイル,Soluble Oil
ふたごのドクロ,Twin Skulls
はりつきあくま,Belly Stick
ちょうろうじゅ,Antiquitree
てっこうまじん,Bad Karmour
まだらイチョウ,Bud Brother
まいまいテイル,Snaily Tail
ようがんトーチ,Lava Candle
ほうだんアント,Dull Deetle
じゃあくなかげ,Evil Shadow
こおりのやいば,Icicle Dirk
らいじんのやり,Storm Spear
まじゅうのツメ,Beast Claws
いやしのメガネ,X-Ray Specs
かいけつマスク,Marveling Mask
いやしのぼうし,Healing Hat
てつのこしだれ,Iron Faulds
てつのうであて,Iron Armguards
うろこのブーツ,Scale Boots
みちくさコイン,Dawdle Coin
ふくびきインク,Lottery Ink
お菓子のベンチ,Sweet Bench
せいれいのいと,Spirit Yarn
こうもりのはね,Wing of Bat
いかずちのたま,Thunderball
とうこんエキス,Aggressence
さいほう職人帽,Sewer's Hat
しなやかな材木,Bendy Stick
かがやきの樹液,Sparkly Sap
いにしえの樹液,Ancient Sap
わたげプリズム,Fluff Prism
やいばのルアー,Pointy Lure
しぐさ書・掘る,Emote "Dig"
いさましいツノ,Brave Horns
かぜのグローブ,Wind Gloves
おしゃべりピピ,Chatty Pipi
おしゃべりリサ,Chatty Lisa
おしゃべりレナ,Chatty Lena
おしゃべりロデ,Chatty Rode
おしゃべりルナ,Chatty Luna
うわさのキャス,Cass' Rumor
けだるいコリー,Lazy Collie
ぶきみなひかり,Spooky Aura
ふしぎなおどり,Weird Dance
お祝いシャワー,Celebration
あまいろダリア,Flax Dahlia
うすあいダリア,Pale Dahlia
ある当主の仮面,Master Mask
ちいさなメダル,Mini Medal
いざないの石碑,Zoomethyst
こんじきオイル,Golden Oil
やわらかソード,Soft Sword
ほのおのつるぎ,Fire Blade
つららスライム,Slimecicle
じごくのつかい,Whackolyte
いしにんぎょう,Dirty Dogu
しにがみきぞく,Bone Baron
どんぐりベビー,Mitey Oak
ゆめにゅうどう,Napir
ふくめんバニー,Rottontail
てまねきリング,Beckonring
やみよの荒獅子,Dark Pride
あらくれパンダ,Ursa Panda
やぐら北エリア,north fort
やぐら南エリア,south fort
ひかりのタクト,Glow Stick
はけスティック,Brush Wand
えいゆうのやり,Hero Spear
せいどうのオノ,Bronze Axe
さんぞくのオノ,Bandit Axe
こあくまネイル,Infernails
うろこのかぶと,Scale Helm
ひつじのずきん,Sheep Hood
あらくれマスク,Thug's Mug
ごうかなランプ,Fancy Lamp
おもちゃの草花,Toy Plants
どうのこうせき,Copper Ore
ぎんのこうせき,Silver Ore
おいしいミルク,Fresh Milk
おでんプリズム,Oden Prism
もみじのアーチ,Maple Arch
もこもこニット,Fluffy Hat
けだるいエリー,Lazy Ellie
おしゃべりメル,Chatty Mel
けだるいベリー,Lazy Berry
まえならえ・後,Front Arms
らいじんの太鼓,Storm Drum
やわらかねんど,Soft Clay
うつしよのカギ,World Key
だいおうキッズ,Squid Kid
ともしびこぞう,Wickerman
たつじんのオノ,Pro's Axe
てつのかなぼう,Iron Club
にちりんのこん,Solar Rod
みわくのリボン,Hypnowhip
むぎわらぼうし,Straw Hat
おもいでのすず,Evac-u-Bell
お菓子のベッド,Sweet Bed
どくどくヘドロ,Manky Mud
うるわしキノコ,Belle Cap
やわらかウール,Lambswool
へびのぬけがら,Snakeskin
やわらかい材木,Soft Wood
けだるいリリー,Lazy Lily
けだるいメリー,Lazy Mary
おどるほうせき,Goodybag
ひとつめピエロ,Jinkster
きりかぶこぞう,Stumpkin
いっかくウサギ,Bunicorn
みならいあくま,Winkster
くみひもこぞう,String Fella
とうぞくこぞう,Pilferer
ふさふさの毛皮,Fine Fur
おおきなリボン,Ribbon L
あんこくのきり,Dark Fog
うちわであおぐ,Wave Fan
あばれこまいぬ,Foo Dog
ちょうネクタイ,Bow Tie
ふしぎなぼうし,Mad Cap
れんごくちょう,Hybird
やまたのおろち,Orochi
きしんのまそう,Poker
おしりペンペン,Spank
じゃんけんパー,Paper
じゃんけんグー,Rock
あくまの衣装２,Imp Costume 2
あくまの衣装３,Imp Costume 3
かぼちゃ姫衣装,Pumpkin Princess Outfit
さいほう練習着,Sewer Training Wear
きせかえドール,Dress-Up Doll
ひまわりの水着,Sunflower Swimsuit
さそりグローブ,Scorpion Gloves
もこ耳ニット帽,Fluffy Ears Knit Hat
ねこ耳ニット帽,Cat Ears Knit Hat
わだつみの竜手,Sea God Dragon Hands
わだつみの竜足,Sea God Dragon Feet
うつろいの試薬,Reagent of Change
さすらいの詩人,Wandering Poet
それぞれの覚悟,Each One's Resolve
じんめんちょう,Batterfly
くろがねの巨人,Darksteel Giant
おおきづち・祖,Ancestor Hammerhood
ねこまどう・祖,Ancestor Meowgician
たまねぎキング,Onion King Slime
まいしんベリー,Strawbergine
へんげのかばん,Mod Bag
さいほう素材屋,Sewing Material Shop
いちころゾール,One-shot Serum
ぷくぷくシール,Bubbles Sticker
お花の自販機,Flower Vending Machine
ぎんの女神像,Silver Goddess Statue
あやしい本棚,Suspicious Bookshelf
お正月の門松,New Year Pine Decor
さくらレンズ,Cherry Blossom Lens
ふしぎな水鏡,Weird Water Mirror
はぐれメタル,Liquid Metal Slime
みきわめの石,Ascertaining Stone
どれいへいし,Undentured Servant
あおだけ童子,Green Bamboo Child
じげんりゅう,Wyrmhole Dragon
いざないの間,Hall of Invitation
ぱふぱふ天国,Puff Puff Paradise
いしずえの森,Cornerstone Forest
お菓子合成屋,Confectionary Shop
はがねの大剣,Carbon Steel Claymore
まふうじの杖,Staff of Antimagic
けんぽうぎ下,Tussler's Trousers
げんぶの腕帯,Black Turtle Armbands
げんぶのくつ,Black Turtle Shoes
お月見だんご,Moon Viewing Dumplings
まもりのたね,Seed of Resilience
お月見便せん,Moon Viewing Paper
おとぎ話の家,Nursery Tale House
お城の木の柱,Castle Wood Pillar
あさぎの花束,Light Blue Bouquet
あの日の約束,Promise of the Day
あの味の秘密,That Secret Flavor
どうぐ倍化術,Item Doubling Tech
ぞうきん掛け,Use Cleaning Cloth
ふた色の旋律,Melody of 2 Colors
お供えだんご,Offering Dumpling
なぞの金属板,Weird Metal Plate
でんげキノコ,Electric Mushroom
くずれた灯台,collapsed lighthouse
はがねの大盾,Steel Greatshield
はがねのムチ,Spiked Steel Whip
くノ一の手甲,Kunoichi Wrist Guards
せんこう花火,Fireworks Display
お花見便せん,Blossom Viewing Paper
うるわしの館,Beautiful Mansion
ごうかな燭台,Fancy Candlestick
お月見の障子,Moon Viewing Shoji
たりない何か,Something Lacking
まどろみ温泉,Sleepy Hot Spring
よろず屋ウカ,General Shop Uka
くらやみ飛天,Soaring Darkness
うたウーノン,Khalamari Singer
よろず屋ウニ,General Shop Uni
けしからん水,Scandalous Water
つむりんママ,Mama Snail Slime
だいまじんＤ,Stone Guardian D
だいまじんＥ,Stone Guardian E
だいまじんＦ,Stone Guardian F
やいばのこて,Spiked Gauntlets
まもりのくつ,Safety Shoes
くすしのくつ,Apothecary Shoes
ちからのたね,Seed of Strength
ゆめみの銀箱,Dreamy Silver Box
ゆめみの銅箱,Dreamy Copper Box
ゆめみの竜箱,Dreamy Dragon Box
あやしいイス,Suspicious Chair
お城の木の壁,Castle Wood Wall
まほうの樹木,Spellbound Bough
まじゅうの皮,Magic Beast Hide
すごろく戦士,Sugoroku Warrior
あずきの花束,Red Bean Bouquet
おきらく大根,Delicious Daikon
せいけん突き,Knuckle Sandwich
まもりのたて,Holy Impregnable
だいまじんＡ,Stone Guardian A
だいまじんＢ,Stone Guardian B
だいまじんＣ,Stone Guardian C
ふゆぐんそう,Winter Sergeant
くじ屋チトセ,Lottery Chitose
さびついた剣,Tarnished Sword
なめしエキス,Tanning Extract
こげ茶のビン,Dark Brown Vial
どくやずきん,Bodkin Fletcher
あくまのきし,Knight Aberrant
がいこつ・凶,Wicked Skeleton
みたらし団子,Mitarashi Dango
まどろみの手,Slumbering Hand
やみよの鬼神,Dark Fierce God
やみよの邪鬼,Dark Headhunter
その他の場所,Other Locations
さいほう設備,Sewing Facility
みかがみの泉,Mirror Fountain
はざまの回廊,Passage Between
ふしぎな姿見,Mystery Dresser
てつのつるぎ,Iron Broadsword
いかずちの杖,Lightning Staff
さじんのやり,Sandstorm Spear
はしゃのオノ,Conqueror's Axe
なげきのこん,Rod of Mourning
さくら色の傘,Cherry Umbrella
はがねのこて,Steel Gauntlets
まほうのこて,Magic Gauntlets
きせきの香水,Miracle Perfume
あわあわ水着,Bubbly Swimsuit
お菓子の本棚,Sweet Bookshelf
やわらかい肉,Succulent Steak
せいれいせき,Enchanted Stone
にちりんの書,Book of The Sun
すごろく僧侶,Sugoroku Priest
お正月の屏風,New Year Screen
ふわふわ人魂,Floating Spirit
いっぱつの盾,One Shot Shield
ゆめみの極箱,Very Dreamy Box
しにがみの鎌,Reaper's Scythe
ゆうたの印章,Good Night Stamp
やいばくだき,Attack Attacker
かばうの心得,Improved Whipping Boy
がいこつ召喚,Summon Skeleton
お祝いリボン,Congrats Ribbon
ほのおのこて,Flame Gauntlets
お札つきの柱,Talisman Pillar
くらげブーツ,Jellyfish Boots
みちびきの盾,Guidance Shield
あかねダリア,Dark Red Dahlia
みかんダリア,Mandarin Dahlia
おばけトマト,Haunted Tomato
くじ屋ハピピ,Lottery Hapipi
くじ屋ピタリ,Lottery Pitary
めでたチキ坊,Happy Chickibo
おそうじ童子,Sweepy Samurai
ふしぎな小箱,Mysterious Box
もうどく胞子,Venomous Spore
たまねぎマン,Loathsome Leek
とげこんぼう,Spiked Club
くさった死体,Walking Corpse
ぼうれい剣士,Phantom Fencer
もみじこぞう,Leafy Larrikin
とうろうへい,Bamboolinquent
まかいしつじ,Hell's Steward
やみよの暴霊,Dark Entourage
けがれの谷底,Defiled Depths
ともしびの木,Lamplight Tree
まどうしの杖,Wizard's Staff
うみなりの杖,Watermaul Wand
えんぶのこん,Driller Pillar
まよけのすず,Banishing Bell
ぬすっとの服,Robber's Tunic
くノ一の足袋,Kunoichi Socks
しんりのくつ,Faithful Shoes
おもさのたね,Seed of Weight
ゆめみの金箱,Dreamy Gold Box
ゆめみの闇箱,Dreamy Dark Box
お祭りの足袋,Festival Socks
お正月の鏡餅,New Year Mochi
ふわふわ小麦,Wondrous Wheat
ちょうのはね,Butterfly Wing
まほうの金具,Magic Fittings
すごろく盗賊,Sugoroku Thief
こがねの花束,Golden Bouquet
さくらの花束,Cherry Bouquet
いっぱつの杖,One Shot Staff
ふうじんの盾,Tempest Shield
よみがえり節,Revival Clause
まものつかい,Monster Master
しらふじいろ,white wisteris
お重をどうぞ,Offer Food Box
きこえなーい,Can't Hear You
うさぎの行灯,Rabbit Paper Lantern
くじ屋ラキー,Lottery Rakky
くじ屋ユウユ,Lottery Yuuyu
くじ屋ルンル,Lottery Runru
くじ屋セレプ,Lottery Celep
おまんじゅう,Steamed Bread
かがり火の石,Bonfire Stone
きれいな包み,Pretty Parcel
くさった指輪,Decaying Ring
かげろうの実,Heatful Fruit
まごころ駅弁,Sincere Boxed Lunch
まるい石ころ,Smooth Pebble
わらいぶくろ,Bag o' Laughs
かえんムカデ,Grillerpillar
がいこつ・強,Vicious Skeleton
よろいのきし,Knight Errant
なげきの亡霊,Tortured Soul
おにこんぼう,Night Clubber
さくらこぞう,Scary Blossom
てつのさそり,Iron Scorpion
なげきムーン,Mourning Moon
にじくじゃく,Prism Peacock
こぶたの線香,Incense Stick
やまざこの町,Yamazako Town
やぐらエリア,fort area
せいどうの盾,Bronze Shield
みかがみの盾,Silver Shield
りんねの大盾,Big Brain Drainer
あまぐもの杖,Staff of Rain
てんびんぼう,Carrying Pole
くわえ葉っぱ,Mouth Leaf
けんぽうぎ上,Tussler's Top
どくけしそう,Antidotal Herb
まんげつそう,Moonwort Bulb
ゆめみの天箱,Dreamy Sky Box
お星様の風船,Star Balloons
とこしえの虹,Eternal Rainbow
たそがれゴケ,Moonrise Moss
すごろく賢者,Sugoroku Sage
さんごの花束,Coral Bouquet
そうびぶくろ,equipment bag
お宝ハンター,Itemised Kill
ひたむきな心,Earnest Heart
どうぐ最適術,Item Optimize
お札つきの壁,Talisman Wall
あやかし障子,Ghostly Shoji
お庭用釣り堀,Fish Pond (G)
あやシイタケ,Suspishiitake
しぐさ用イス,Gesture Chair
くじ屋チアア,Lottery Chia
くじ屋ピース,Lottery Pisu
たたきモグラ,Mashing Mole
おすもっこり,Sumo Baby
おそうじぼう,Cleaning Rod
ぼろぼろの扇,Tattered Fan
ぶちスライム,Mottle Slime
ゆめみの化身,Dream Avatar
くびなが大師,Blue Giraffe
なげきの魔像,Lord Magmoai
ほねコウモリ,Bat Skeleton
げんじかぶと,Genji Beetle
はずれメタル,Fool's Goold
すいしょう玉,Crystal Ball
つるぎの酒場,Doom 'n' Gloom
どうのつるぎ,Copper Sword
はやぶさの剣,Falcon Blade
せいれいの杖,Spirit Staff
ようせいの杖,Faerie Staff
おおかなづち,Sledgehammer
しゅらのこん,Knockout Rod
ものほしざお,Laundry Pole
まよけのツメ,Sacred Claws
あくまのムチ,Demon's Whip
たてごとの弓,Harp Bow
ばんそうこう,Bandage
ほしのシール,Star Sticker
うろこのこて,Scale Gloves
ぎんのブーツ,Silver Boots
うつくしそう,Pretty Betsy
めざめの秘石,Secret Stone
こがねマリー,Golden Marie
あったか火鉢,Warm Brazier
かぐや姫の畑,Princess Kaguya Field
じょうぶな枝,Sturdy Stick
かがやきそう,Glimmergrass
しなやかな枝,Bendy Branch
ほしのカケラ,Lucida Shard
りゅうのツノ,Dragon Horns
あやかしの木,Ghostly Tree
お正月の絵馬,New Year Ema
まものレンズ,Monster Lens
けしケシ印章,Eraser Stamp
うららかな日,A Bright Day
それは訪れる,It Will Come
さみだれうち,Rain of Pain
はやぶさ斬り,Falcon Slash
さそうおどり,Sultry Dance
けがれの大蛇,Toxic Viper
ましょううお,Salamangler
こはくの宝珠,Amber Jewel
ぬくぬくどり,Polar Polly
どくイモムシ,Illerpillar
ましょうぐも,Demon Cloud
きめんどうし,Lump Shaman
たけやりへい,Bambooligan
ほねリーダー,Bone Idol
こつぶザクロ,Pomegranate
まじんブドゥ,Djinn Genie
くびかりぞく,Head Hunter
とげジョボー,Disfigurine
きまぐれ爆弾,Fickle Bomb
むくろカサゴ,Corpse Fish
たびのとびら,travel door
ゆめのかけら,Dream Shard
はがねのやり,Steel Lance
やしゃのこん,Slaying Rod
はがねのツメ,Steel Claws
あくまのツメ,Cobra Claws
かりうどの弓,Potshot Bow
ひつじのくつ,Sheep Shoes
めざめの鬼石,Demon Stone
お菓子のイス,Sweet Chair
ほのぐらい柱,Gloomy Pillar
いちょうの木,Ginkgo Tree
さくらローズ,Cherry Rose
あやかしそう,Narspicious
やわらかい枝,Soft Branch
ふしぎな海草,Water Sedge
せいれいの粉,Spirit Dust
ぎんのルアー,Silver Lure
わがままメイ,Selfish May
もっと光を！,More Light!
けがされた扇,Injured Fan
さみだれ突き,Multithrust
どうぐつかい,Item Master
うつしよの箱,Worldly Box
たいこを叩く,Beat a Drum
お手紙レンズ,Letter Lens
くちづけの花,Kiss Flower
しびれくらげ,Man o' War
あずかりツボ,Stored Pot
はめつの使者,Archbashop
おむつっこり,Bushy Baby
れんごく天馬,Tantamount
ごうけつぐま,Ursa Minor
ひえたお弁当,Rice Balls
らせつのこん,Taming Rod
ほのおのツメ,Fire Claws
いばらのムチ,Thorn Whip
ゆうわくの弓,Fuddle Bow
うさぎのお面,Bunny Mask
てつのブーツ,Iron Boots
げんこつアメ,Fisticandy
ねこじゃらし,Cat Teaser
うごく箱舟号,Moving Ark
まりょくの土,Royal Soil
するどいキバ,Cruel Claw
ぶどうエキス,Finessence
まほうの材木,Magic Wood
ようせいの粉,Pixie Dust
ほりいゆうじ,Yuji Horii
かぜのマント,Wind Cloak
かぜのブーツ,Wind Boots
なかまレンズ,Party Lens
ふたりの未来,Our Future
ばくれつけん,Multifists
せいけん爆撃,Glove Bomb
まんねん菌床,Old Fungus
てすとちゃん,Test-chan
お菓子のビン,Candy Jar
いねかりぞく,Harvester
はがねのオノ,Steel Axe
まほうのカギ,Magic Key
たいらな甲骨,Flat Bone
どくろあらい,Haardvark
りゅうぐう王,Nessicure
あまからぼう,Candy Kid
こおりのツメ,Ice Claws
へびのおうぎ,Cobra Fan
ばしょうせん,Frond Fan
かぜきりの弓,Blowy Bow
きんのゆびわ,Gold Ring
まだらくも糸,Tangleweb
どくがのこな,Coagulant
おもちゃの木,Toy Trees
おもちゃの岩,Toy Rocks
よるのとばり,Evencloth
もみじのラグ,Maple Rug
ふたつの運命,Two Fates
おうぎのまい,Fan Dango
とうこん討ち,Clap Trap
だいじなもの,Key Items
じんめんじゅ,Treeface
おばけヒトデ,Scarfish
おばけキノコ,Funghoul
とこよアゲハ,Agehafly
ひとくいばこ,Cannibox
まかいじゅう,Gnumesis
じごくのヌエ,Vermil Lion
あらなわ明神,Angerope
いろいろ設定,Settings
てつのおうぎ,Iron Fan
きぬのぼうし,Silk Hat
きつねのお面,Fox Mask
あやめの染料,Iris Dye
おもちゃの池,Toy Pond
てっこうせき,Iron Ore
みかわしそう,Slipweed
げんこつダケ,Fisticup
かぜのぼうし,Wind Hat
どうぐぶくろ,item bag
どうぐかばん,item bag
じゃんぼりぃ,Janbori
ずしおうまる,Sintaur
ふぶきのオノ,Ice Axe
こあくまの弓,Imp Bow
おにごっこ帽,Tag Cap
つきのめぐみ,Lunaria
まもりのきり,Mist Me
ねる・その２,Sleep 2
ねる・その３,Sleep 3
ぐんたいガニ,Crabid
おおくちばし,Beakon
あやしいかげ,Shade
まおうのかげ,Umbra
と言われた。,""
と頼まれた。,""
あくまの衣装,Imp Costume
しにがみの服,Reaper's Robes
さいほう職人,Sewer
お正月レンズ,New Year's Lens
お知らせ広場,Notification Square
はじまりの地,Land of Beginnings
ちいさな花束,Small Bouquet
やまびこの陣,Echoing Circle
なぞの黒騎士,Mystery Black Knight
がいこつ・祖,Ancestor Skeleton
こころの結晶,Heart Crystal
うつろいの布,Changing Cloth
ゆらめく妖花,Flickering Flower
ごきげんよう,how do you do
たちきりバチ,Buzzbee
なまくらバチ,Dull Bee
こんじきの雲,Golden Cloud
ぬいぐるみ1,Plushie 1
ぬいぐるみ2,Plushie 2
ぬいぐるみ3,Plushie 3
ぬいぐるみ4,Plushie 4
ぬいぐるみ5,Plushie 5
ぬいぐるみ6,Plushie 6
ぬいぐるみ7,Plushie 7
ぬいぐるみ8,Plushie 8
ぬいぐるみ9,Plushie 9
りゅうき兵,Mandrake Mercenary
いやしそう,Superior Medicine
ふうまの盾,Dampening Shield
お天気風船,Weather Balloon
あなうめ弟,Younger Brother
とろろ将軍,Singin' Hibiscus
あやしい本,Suspicious Book
こごえる魂,Freezing Spirit
ご神体の間,Hall of Worship
かしの大盾,Oak Greatshield
おおばさみ,Sizable Scissors
さばきの杖,Staff of Sentencing
とつげき丸,Barracuda Blade
ぎんのこて,Silver Gauntlets
ゆめみの花,Sleeping Hibiscus
あやしい木,Suspicious Tree
おたから花,Treasure Flower
さばきの鎌,Scythe of Sentencing
お花の福袋,Flower Grab Bag
つながる心,Connected Heart
くじけぬ心,Undaunted Heart
よろず屋１,General Shop 1
よろず屋２,General Shop 2
よろず屋３,General Shop 3
あなうめ妹,Younger Sister
はざまの扉,Threshold Door
なげきの涙,Tears of Grief
だいまじん,Stone Guardian
ふくまねき,Fortune Weaver
やみしばり,Hellbound Horror
しびれ砲弾,Numbing Shells
けがれの谷,Defiled Valley
そなえの場,Place of Preparation
どうの大剣,Copper Chopper
したんの弓,Sandalwood Bow
てつのこて,Iron Gauntlets
ふくびき券,Lottery Ticket
するどい爪,Twisted Talons
げんませき,Ethereal Stone
お菓子の釜,Sweet Cauldron
いなせな畳,Chic Straw Mat
おにびの像,Will-O' Statue
ちょびヒゲ,Small Mustache
まもの使い,monster master
たいぼく斬,Poplar Toppler
げんま解放,Spirit Release
なめまわし,Tongue Lashing
りんねの盾,Brain Drainer
やみわらし,Viper Spittle
あなうめ兄,Older Brother
くじ屋サチ,Lottery Sachi
しのどれい,Dead Resident
しもべの証,Servant's Proof
まんぷく丸,Riceball Baby
ひかりゴケ,Luminous Moss
かげのきし,Dark Skeleton
やみの獣士,Dark Moosifer
お宝ゾーン,Treasure Zone
やみの妖眼,Dark Lunatick
てつの大剣,Cast-Iron Claymore
ぎんの短剣,Silver Dagger
すざくの弓,Vermilion Bird Bow
いやしの服,Healing Shirt
はねぼうし,Feathered Cap
わらぞうり,Straw Sandals
ふしぎな豆,Mysterious Beans
ひかりの石,Brighten Rock
おぼろ水晶,Nebulousphere
ある兵士長,Soldier To Be
あの花は今,Flower is Now
かぶと割り,Helm Splitter
いやしの雨,Right as Rain
げんま召喚,That Special Summon
かっちゅう,suit of armor
かいしん率,critical rate
どくけし茶,antidotal tea
まほうの盾,Magic Shield
くじケース,Lottery Case
こんぶ大将,Caterwaulin'
かげわらし,Slickspittle
そよ風の浜,Breezy Beach
おみくじ屋,Fortune Shop
うろこの盾,Scale Shield
ひかりの杖,Bright Staff
どうのツメ,Copper Claws
くさりがま,Chain Sickle
むげんの弓,Purblind Bow
とりなお草,Indigo Grass
まほうの柱,Magic Pillar
お菓子の柱,Sweet Pillar
さとりそう,Thinkincense
うまのふん,Horse Manure
どうの延板,Copper Plate
ぎんのクギ,Silver Nails
うつろい草,Kaleidograss
とある助手,An Assistant
かまいたち,Wind Sickles
なぎはらい,Party Pooper
しばり打ち,Trammel Lash
もろば斬り,Double-Edged Slash
しゃぼん玉,Blow Bubbles
お宝ゲット,Get Treasure
ぼうそう率,haywire rate
つちわらし,Lickspittle
お月サマー,Summer Moon
なぞのツボ,Mystery Pot
なぞの小箱,Mystery Box
まじない石,Spell Stone
おおがらす,Stark Raven
うみぼうず,Shipwrecker
やみの甲竜,Dark Wyrtle
みそぎの間,Purify Hall
てつの大盾,Iron Shield
こおりの杖,Shiverstick
まがんの杖,Hocus Locus
はねおうぎ,Feather Fan
てつかぶと,Iron Helmet
やりなお草,Azure Grass
ぶとうぎ２,Strongsam 2
きよめの水,Fresh Water
どうぐ使い,item master
まじん斬り,Hatchet Man
けもの突き,Cattle Prod
かえん斬り,Flame Slash
ぶんまわし,Helichopter
におうだち,Forbearance
かわいがる,Pet Monster
つるぎの舞,Sword Dance
あおりんご,light green
てれるなあ,embarrassed
きりかぼう,Stump Chump
りんごの皮,Apple Peel
ふゆほへい,Frost Burn
まほうの玉,Magic Ball
ねこまどう,Meowgician
おおきづち,Hammerhood
たてまじん,Peekabogre
がいこつⅡ,Skeleton Ⅱ
がいこつⅢ,Skeleton Ⅲ
がいこつⅠ,Skeleton Ⅰ
てつのやり,Iron Lance
どうのオノ,Copper Axe
かしのこん,Oaken Pole
てつのツメ,Iron Claws
まほうの壁,Magic Wall
お菓子の壁,Sweet Wall
もみじの木,Maple Tree
みがきずな,Glass Frit
つけもの石,Flintstone
